股票代码,证券代码(市场后缀),股票名称,交易日期,龙虎榜解读,收盘价(元),涨跌幅(%),龙虎榜净买额(元),龙虎榜买入额(元),龙虎榜卖出额(元),龙虎榜成交额(元),市场总成交额(元),净买额占总成交比(%),龙虎榜成交额占总成交比(%),换手率(%),流通市值(元),上榜原因,1日后涨跌幅(%),2日后涨跌幅(%),5日后涨跌幅(%),10日后涨跌幅(%),证券类型代码,原始字段
600339,600339.SH,中油工程,2026-03-05 00:00:00,卖一主卖，成功率31.09%,4.82,-8.0153,-91717100.91,130061853.51,221778954.42,351840807.93,1645395316.0,-5.5742,21.3834,6.0461,26910770810.22,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600339', 'SECUCODE': '600339.SH', 'SECURITY_NAME_ABBR': '中油工程', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '卖一主卖，成功率31.09%', 'CLOSE_PRICE': 4.82, 'CHANGE_RATE': -8.0153, 'BILLBOARD_NET_AMT': -91717100.91, 'BILLBOARD_BUY_AMT': 130061853.51, 'BILLBOARD_SELL_AMT': 221778954.42, 'BILLBOARD_DEAL_AMT': 351840807.93, 'ACCUM_AMOUNT': 1645395316, 'DEAL_NET_RATIO': -5.574168105265, 'DEAL_AMOUNT_RATIO': 21.383360248365, 'TURNOVERRATE': 6.0461, 'FREE_MARKET_CAP': 26910770810.22, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600354,600354.SH,敦煌种业,2026-03-05 00:00:00,普通席位卖出，成功率42.69%,6.94,-9.281,22297475.98,97919478.33,75622002.35,173541480.68,714106289.0,3.1224,24.3019,19.3003,3662946435.2,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600354', 'SECUCODE': '600354.SH', 'SECURITY_NAME_ABBR': '敦煌种业', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位卖出，成功率42.69%', 'CLOSE_PRICE': 6.94, 'CHANGE_RATE': -9.281, 'BILLBOARD_NET_AMT': 22297475.98, 'BILLBOARD_BUY_AMT': 97919478.33, 'BILLBOARD_SELL_AMT': 75622002.35, 'BILLBOARD_DEAL_AMT': 173541480.68, 'ACCUM_AMOUNT': 714106289, 'DEAL_NET_RATIO': 3.122430977498, 'DEAL_AMOUNT_RATIO': 24.301911823661, 'TURNOVERRATE': 19.3003, 'FREE_MARKET_CAP': 3662946435.2, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600410,600410.SH,华胜天成,2026-03-05 00:00:00,普通席位卖出，成功率44.47%,28.35,-2.4432,-342597209.74,547627938.91,890225148.65,1437853087.56,9329687477.0,-3.6721,15.4116,29.7208,31085624263.05,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600410', 'SECUCODE': '600410.SH', 'SECURITY_NAME_ABBR': '华胜天成', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位卖出，成功率44.47%', 'CLOSE_PRICE': 28.35, 'CHANGE_RATE': -2.4432, 'BILLBOARD_NET_AMT': -342597209.74, 'BILLBOARD_BUY_AMT': 547627938.91, 'BILLBOARD_SELL_AMT': 890225148.65, 'BILLBOARD_DEAL_AMT': 1437853087.56, 'ACCUM_AMOUNT': 9329687477, 'DEAL_NET_RATIO': -3.672118820535, 'DEAL_AMOUNT_RATIO': 15.411588985212, 'TURNOVERRATE': 29.7208, 'FREE_MARKET_CAP': 31085624263.05, 'EXPLANATION': '有价格涨跌幅限制的日换手率达到20%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600468,600468.SH,百利电气,2026-03-05 00:00:00,普通席位买入，成功率46.09%,8.55,10.0386,64358523.09,195146904.05,130788380.96,325935285.01,1065176918.0,6.0421,30.5992,11.784,9300136994.55,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600468', 'SECUCODE': '600468.SH', 'SECURITY_NAME_ABBR': '百利电气', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位买入，成功率46.09%', 'CLOSE_PRICE': 8.55, 'CHANGE_RATE': 10.0386, 'BILLBOARD_NET_AMT': 64358523.09, 'BILLBOARD_BUY_AMT': 195146904.05, 'BILLBOARD_SELL_AMT': 130788380.96, 'BILLBOARD_DEAL_AMT': 325935285.01, 'ACCUM_AMOUNT': 1065176918, 'DEAL_NET_RATIO': 6.04205010477, 'DEAL_AMOUNT_RATIO': 30.599168973919, 'TURNOVERRATE': 11.784, 'FREE_MARKET_CAP': 9300136994.55, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600516,600516.SH,方大炭素,2026-03-05 00:00:00,1家机构买入，成功率44.53%,6.88,10.08,138140148.74,537404341.64,399264192.9,936668534.54,2873641686.0,4.8071,32.5952,10.5556,27698676131.84,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600516', 'SECUCODE': '600516.SH', 'SECURITY_NAME_ABBR': '方大炭素', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '1家机构买入，成功率44.53%', 'CLOSE_PRICE': 6.88, 'CHANGE_RATE': 10.08, 'BILLBOARD_NET_AMT': 138140148.74, 'BILLBOARD_BUY_AMT': 537404341.64, 'BILLBOARD_SELL_AMT': 399264192.9, 'BILLBOARD_DEAL_AMT': 936668534.54, 'ACCUM_AMOUNT': 2873641686, 'DEAL_NET_RATIO': 4.807145908726, 'DEAL_AMOUNT_RATIO': 32.595174934416, 'TURNOVERRATE': 10.5556, 'FREE_MARKET_CAP': 27698676131.84, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600545,600545.SH,卓郎智能,2026-03-05 00:00:00,普通席位买入，成功率50.75%,3.77,9.9125,12022264.98,85371795.35,73349530.37,158721325.72,661620000.0,1.8171,23.9898,1.0492,6740429076.94,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,,058001001,"{'SECURITY_CODE': '600545', 'SECUCODE': '600545.SH', 'SECURITY_NAME_ABBR': '卓郎智能', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位买入，成功率50.75%', 'CLOSE_PRICE': 3.77, 'CHANGE_RATE': 9.9125, 'BILLBOARD_NET_AMT': 12022264.98, 'BILLBOARD_BUY_AMT': 85371795.35, 'BILLBOARD_SELL_AMT': 73349530.37, 'BILLBOARD_DEAL_AMT': 158721325.72, 'ACCUM_AMOUNT': 661620000, 'DEAL_NET_RATIO': 1.817095157341, 'DEAL_AMOUNT_RATIO': 23.98980165654, 'TURNOVERRATE': 1.0492, 'FREE_MARKET_CAP': 6740429076.94, 'EXPLANATION': '非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600599,600599.SH,*ST熊猫,2026-03-05 00:00:00,普通席位卖出，成功率56.94%,4.64,-4.918,-173509.0,3805598.0,3979107.0,7784705.0,35119997.0,-0.494,22.166,0.3624,770240000.0,ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券,,,,,058001001,"{'SECURITY_CODE': '600599', 'SECUCODE': '600599.SH', 'SECURITY_NAME_ABBR': '*ST熊猫', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位卖出，成功率56.94%', 'CLOSE_PRICE': 4.64, 'CHANGE_RATE': -4.918, 'BILLBOARD_NET_AMT': -173509, 'BILLBOARD_BUY_AMT': 3805598, 'BILLBOARD_SELL_AMT': 3979107, 'BILLBOARD_DEAL_AMT': 7784705, 'ACCUM_AMOUNT': 35119997, 'DEAL_NET_RATIO': -0.494046169765, 'DEAL_AMOUNT_RATIO': 22.166018408259, 'TURNOVERRATE': 0.3624, 'FREE_MARKET_CAP': 770240000, 'EXPLANATION': 'ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600703,600703.SH,三安光电,2026-03-05 00:00:00,买一主买，成功率40.14%,16.13,10.0273,889206575.0,954643554.0,65436979.0,1020080533.0,1280844286.0,69.4235,79.6413,1.5925,80472872066.51,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600703', 'SECUCODE': '600703.SH', 'SECURITY_NAME_ABBR': '三安光电', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '买一主买，成功率40.14%', 'CLOSE_PRICE': 16.13, 'CHANGE_RATE': 10.0273, 'BILLBOARD_NET_AMT': 889206575, 'BILLBOARD_BUY_AMT': 954643554, 'BILLBOARD_SELL_AMT': 65436979, 'BILLBOARD_DEAL_AMT': 1020080533, 'ACCUM_AMOUNT': 1280844286, 'DEAL_NET_RATIO': 69.42347205818, 'DEAL_AMOUNT_RATIO': 79.641260389711, 'TURNOVERRATE': 1.5925, 'FREE_MARKET_CAP': 80472872066.51, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600714,600714.SH,金瑞矿业,2026-03-05 00:00:00,普通席位买入，成功率44.60%,23.79,4.2964,-60747834.77,134057809.8,194805644.57,328863454.37,1308159172.0,-4.6438,25.1394,20.148,6855713534.67,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600714', 'SECUCODE': '600714.SH', 'SECURITY_NAME_ABBR': '金瑞矿业', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位买入，成功率44.60%', 'CLOSE_PRICE': 23.79, 'CHANGE_RATE': 4.2964, 'BILLBOARD_NET_AMT': -60747834.77, 'BILLBOARD_BUY_AMT': 134057809.8, 'BILLBOARD_SELL_AMT': 194805644.57, 'BILLBOARD_DEAL_AMT': 328863454.37, 'ACCUM_AMOUNT': 1308159172, 'DEAL_NET_RATIO': -4.643764770393, 'DEAL_AMOUNT_RATIO': 25.139406687583, 'TURNOVERRATE': 20.148, 'FREE_MARKET_CAP': 6855713534.67, 'EXPLANATION': '有价格涨跌幅限制的日价格振幅达到15%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600722,600722.SH,金牛化工,2026-03-05 00:00:00,上海资金买入，成功率42.60%,12.3,2.6711,30071475.66,201683303.5,171611827.84,373295131.34,2192727384.0,1.3714,17.0242,27.0147,8367932014.8,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600722', 'SECUCODE': '600722.SH', 'SECURITY_NAME_ABBR': '金牛化工', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '上海资金买入，成功率42.60%', 'CLOSE_PRICE': 12.3, 'CHANGE_RATE': 2.6711, 'BILLBOARD_NET_AMT': 30071475.66, 'BILLBOARD_BUY_AMT': 201683303.5, 'BILLBOARD_SELL_AMT': 171611827.84, 'BILLBOARD_DEAL_AMT': 373295131.34, 'ACCUM_AMOUNT': 2192727384, 'DEAL_NET_RATIO': 1.371418803789, 'DEAL_AMOUNT_RATIO': 17.024238127543, 'TURNOVERRATE': 27.0147, 'FREE_MARKET_CAP': 8367932014.8, 'EXPLANATION': '有价格涨跌幅限制的日价格振幅达到15%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600722,600722.SH,金牛化工,2026-03-05 00:00:00,上海资金买入，成功率42.60%,12.3,2.6711,30071475.66,201683303.5,171611827.84,373295131.34,2192727384.0,1.3714,17.0242,27.0147,8367932014.8,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600722', 'SECUCODE': '600722.SH', 'SECURITY_NAME_ABBR': '金牛化工', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '上海资金买入，成功率42.60%', 'CLOSE_PRICE': 12.3, 'CHANGE_RATE': 2.6711, 'BILLBOARD_NET_AMT': 30071475.66, 'BILLBOARD_BUY_AMT': 201683303.5, 'BILLBOARD_SELL_AMT': 171611827.84, 'BILLBOARD_DEAL_AMT': 373295131.34, 'ACCUM_AMOUNT': 2192727384, 'DEAL_NET_RATIO': 1.371418803789, 'DEAL_AMOUNT_RATIO': 17.024238127543, 'TURNOVERRATE': 27.0147, 'FREE_MARKET_CAP': 8367932014.8, 'EXPLANATION': '有价格涨跌幅限制的日换手率达到20%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600759,600759.SH,洲际油气,2026-03-05 00:00:00,2家机构买入，成功率44.29%,8.7,5.3269,-559786869.15,1294685918.62,1854472787.77,3149158706.39,12525996752.0,-4.469,25.141,35.5303,36050066286.0,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600759', 'SECUCODE': '600759.SH', 'SECURITY_NAME_ABBR': '洲际油气', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '2家机构买入，成功率44.29%', 'CLOSE_PRICE': 8.7, 'CHANGE_RATE': 5.3269, 'BILLBOARD_NET_AMT': -559786869.15, 'BILLBOARD_BUY_AMT': 1294685918.62, 'BILLBOARD_SELL_AMT': 1854472787.77, 'BILLBOARD_DEAL_AMT': 3149158706.39, 'ACCUM_AMOUNT': 12525996752, 'DEAL_NET_RATIO': -4.469000593191, 'DEAL_AMOUNT_RATIO': 25.140982939239, 'TURNOVERRATE': 35.5303, 'FREE_MARKET_CAP': 36050066286, 'EXPLANATION': '有价格涨跌幅限制的日换手率达到20%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600759,600759.SH,洲际油气,2026-03-05 00:00:00,2家机构买入，成功率44.29%,8.7,5.3269,-559786869.15,1294685918.62,1854472787.77,3149158706.39,12525996752.0,-4.469,25.141,35.5303,36050066286.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600759', 'SECUCODE': '600759.SH', 'SECURITY_NAME_ABBR': '洲际油气', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '2家机构买入，成功率44.29%', 'CLOSE_PRICE': 8.7, 'CHANGE_RATE': 5.3269, 'BILLBOARD_NET_AMT': -559786869.15, 'BILLBOARD_BUY_AMT': 1294685918.62, 'BILLBOARD_SELL_AMT': 1854472787.77, 'BILLBOARD_DEAL_AMT': 3149158706.39, 'ACCUM_AMOUNT': 12525996752, 'DEAL_NET_RATIO': -4.469000593191, 'DEAL_AMOUNT_RATIO': 25.140982939239, 'TURNOVERRATE': 35.5303, 'FREE_MARKET_CAP': 36050066286, 'EXPLANATION': '有价格涨跌幅限制的日价格振幅达到15%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600800,600800.SH,渤海化学,2026-03-05 00:00:00,普通席位买入，成功率45.95%,4.81,10.0686,82809177.69,131974687.64,49165509.95,181140197.59,629951723.0,13.1453,28.7546,12.0411,5337802338.96,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600800', 'SECUCODE': '600800.SH', 'SECURITY_NAME_ABBR': '渤海化学', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位买入，成功率45.95%', 'CLOSE_PRICE': 4.81, 'CHANGE_RATE': 10.0686, 'BILLBOARD_NET_AMT': 82809177.69, 'BILLBOARD_BUY_AMT': 131974687.64, 'BILLBOARD_SELL_AMT': 49165509.95, 'BILLBOARD_DEAL_AMT': 181140197.59, 'ACCUM_AMOUNT': 629951723, 'DEAL_NET_RATIO': 13.145321247101, 'DEAL_AMOUNT_RATIO': 28.754615786645, 'TURNOVERRATE': 12.0411, 'FREE_MARKET_CAP': 5337802338.96, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600875,600875.SH,东方电气,2026-03-05 00:00:00,1家机构买入，成功率45.45%,42.21,10.0078,-26755115.15,1340077035.27,1366832150.42,2706909185.69,9625999401.0,-0.2779,28.1208,3.6271,95536703974.95,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,,,,,058001001,"{'SECURITY_CODE': '600875', 'SECUCODE': '600875.SH', 'SECURITY_NAME_ABBR': '东方电气', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '1家机构买入，成功率45.45%', 'CLOSE_PRICE': 42.21, 'CHANGE_RATE': 10.0078, 'BILLBOARD_NET_AMT': -26755115.1500001, 'BILLBOARD_BUY_AMT': 1340077035.27, 'BILLBOARD_SELL_AMT': 1366832150.42, 'BILLBOARD_DEAL_AMT': 2706909185.69, 'ACCUM_AMOUNT': 9625999401, 'DEAL_NET_RATIO': -0.277946362091, 'DEAL_AMOUNT_RATIO': 28.120811906645, 'TURNOVERRATE': 3.6271, 'FREE_MARKET_CAP': 95536703974.95, 'EXPLANATION': '非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
601179,601179.SH,中国西电,2026-03-05 00:00:00,普通席位买入，成功率35.71%,18.11,10.0243,289748631.2,836187309.99,546438678.79,1382625988.78,5718916740.0,5.0665,24.1764,6.3346,92829729394.72,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '601179', 'SECUCODE': '601179.SH', 'SECURITY_NAME_ABBR': '中国西电', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位买入，成功率35.71%', 'CLOSE_PRICE': 18.11, 'CHANGE_RATE': 10.0243, 'BILLBOARD_NET_AMT': 289748631.2, 'BILLBOARD_BUY_AMT': 836187309.99, 'BILLBOARD_SELL_AMT': 546438678.79, 'BILLBOARD_DEAL_AMT': 1382625988.78, 'ACCUM_AMOUNT': 5718916740, 'DEAL_NET_RATIO': 5.066495008983, 'DEAL_AMOUNT_RATIO': 24.176361567033, 'TURNOVERRATE': 6.3346, 'FREE_MARKET_CAP': 92829729394.72, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
603163,603163.SH,圣晖集成,2026-03-05 00:00:00,4家机构卖出，成功率44.20%,112.0,-8.3845,-235216727.52,100935212.34,336151939.86,437087152.2,890405475.0,-26.4168,49.0886,7.5924,11200000000.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '603163', 'SECUCODE': '603163.SH', 'SECURITY_NAME_ABBR': '圣晖集成', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '4家机构卖出，成功率44.20%', 'CLOSE_PRICE': 112, 'CHANGE_RATE': -8.3845, 'BILLBOARD_NET_AMT': -235216727.52, 'BILLBOARD_BUY_AMT': 100935212.34, 'BILLBOARD_SELL_AMT': 336151939.86, 'BILLBOARD_DEAL_AMT': 437087152.2, 'ACCUM_AMOUNT': 890405475, 'DEAL_NET_RATIO': -26.416810557011, 'DEAL_AMOUNT_RATIO': 49.088551729761, 'TURNOVERRATE': 7.5924, 'FREE_MARKET_CAP': 11200000000, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
603318,603318.SH,水发燃气,2026-03-05 00:00:00,普通席位卖出，成功率52.67%,9.6,-10.0281,-50618804.36,125891805.52,176510609.88,302402415.4,1522496894.0,-3.3247,19.8623,33.1963,4407080870.4,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '603318', 'SECUCODE': '603318.SH', 'SECURITY_NAME_ABBR': '水发燃气', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位卖出，成功率52.67%', 'CLOSE_PRICE': 9.6, 'CHANGE_RATE': -10.0281, 'BILLBOARD_NET_AMT': -50618804.36, 'BILLBOARD_BUY_AMT': 125891805.52, 'BILLBOARD_SELL_AMT': 176510609.88, 'BILLBOARD_DEAL_AMT': 302402415.4, 'ACCUM_AMOUNT': 1522496894, 'DEAL_NET_RATIO': -3.324722996775, 'DEAL_AMOUNT_RATIO': 19.862268132811, 'TURNOVERRATE': 33.1963, 'FREE_MARKET_CAP': 4407080870.4, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
603318,603318.SH,水发燃气,2026-03-05 00:00:00,普通席位卖出，成功率52.67%,9.6,-10.0281,-50618804.36,125891805.52,176510609.88,302402415.4,1522496894.0,-3.3247,19.8623,33.1963,4407080870.4,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '603318', 'SECUCODE': '603318.SH', 'SECURITY_NAME_ABBR': '水发燃气', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位卖出，成功率52.67%', 'CLOSE_PRICE': 9.6, 'CHANGE_RATE': -10.0281, 'BILLBOARD_NET_AMT': -50618804.36, 'BILLBOARD_BUY_AMT': 125891805.52, 'BILLBOARD_SELL_AMT': 176510609.88, 'BILLBOARD_DEAL_AMT': 302402415.4, 'ACCUM_AMOUNT': 1522496894, 'DEAL_NET_RATIO': -3.324722996775, 'DEAL_AMOUNT_RATIO': 19.862268132811, 'TURNOVERRATE': 33.1963, 'FREE_MARKET_CAP': 4407080870.4, 'EXPLANATION': '有价格涨跌幅限制的日换手率达到20%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
603727,603727.SH,博迈科,2026-03-05 00:00:00,1家机构买入，成功率58.71%,19.64,0.0509,40020569.85,68002674.3,27982104.45,95984778.75,564977403.0,7.0836,16.9891,10.3341,5532966600.28,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '603727', 'SECUCODE': '603727.SH', 'SECURITY_NAME_ABBR': '博迈科', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '1家机构买入，成功率58.71%', 'CLOSE_PRICE': 19.64, 'CHANGE_RATE': 0.0509, 'BILLBOARD_NET_AMT': 40020569.85, 'BILLBOARD_BUY_AMT': 68002674.3, 'BILLBOARD_SELL_AMT': 27982104.45, 'BILLBOARD_DEAL_AMT': 95984778.75, 'ACCUM_AMOUNT': 564977403, 'DEAL_NET_RATIO': 7.083570004303, 'DEAL_AMOUNT_RATIO': 16.989135891157, 'TURNOVERRATE': 10.3341, 'FREE_MARKET_CAP': 5532966600.28, 'EXPLANATION': '有价格涨跌幅限制的日价格振幅达到15%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
