股票代码,证券代码(市场后缀),股票名称,交易日期,龙虎榜解读,收盘价(元),涨跌幅(%),龙虎榜净买额(元),龙虎榜买入额(元),龙虎榜卖出额(元),龙虎榜成交额(元),市场总成交额(元),净买额占总成交比(%),龙虎榜成交额占总成交比(%),换手率(%),流通市值(元),上榜原因,1日后涨跌幅(%),2日后涨跌幅(%),5日后涨跌幅(%),10日后涨跌幅(%),证券类型代码,原始字段
002842,002842.SZ,翔鹭钨业,2026-03-05 00:00:00,4家机构卖出，成功率29.62%,41.82,-9.1857,-147790303.48,312828594.66,460618898.14,773447492.8,2950219071.0,-5.0095,26.2166,25.2893,11227093762.38,日跌幅偏离值达到7%的前5只证券,,,,,058001001,"{'SECURITY_CODE': '002842', 'SECUCODE': '002842.SZ', 'SECURITY_NAME_ABBR': '翔鹭钨业', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '4家机构卖出，成功率29.62%', 'CLOSE_PRICE': 41.82, 'CHANGE_RATE': -9.1857, 'BILLBOARD_NET_AMT': -147790303.48, 'BILLBOARD_BUY_AMT': 312828594.66, 'BILLBOARD_SELL_AMT': 460618898.14, 'BILLBOARD_DEAL_AMT': 773447492.8, 'ACCUM_AMOUNT': 2950219071, 'DEAL_NET_RATIO': -5.009468785988, 'DEAL_AMOUNT_RATIO': 26.216612196796, 'TURNOVERRATE': 25.2893, 'FREE_MARKET_CAP': 11227093762.38, 'EXPLANATION': '日跌幅偏离值达到7%的前5只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
002843,002843.SZ,泰嘉股份,2026-03-05 00:00:00,1家机构卖出，成功率21.34%,25.39,-9.9965,-51404667.28,144015019.57,195419686.85,339434706.42,1693242783.0,-3.0359,20.0464,25.5575,6367623149.18,日跌幅偏离值达到7%的前5只证券,,,,,058001001,"{'SECURITY_CODE': '002843', 'SECUCODE': '002843.SZ', 'SECURITY_NAME_ABBR': '泰嘉股份', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '1家机构卖出，成功率21.34%', 'CLOSE_PRICE': 25.39, 'CHANGE_RATE': -9.9965, 'BILLBOARD_NET_AMT': -51404667.28, 'BILLBOARD_BUY_AMT': 144015019.57, 'BILLBOARD_SELL_AMT': 195419686.85, 'BILLBOARD_DEAL_AMT': 339434706.42, 'ACCUM_AMOUNT': 1693242783, 'DEAL_NET_RATIO': -3.035871039646, 'DEAL_AMOUNT_RATIO': 20.046428653226, 'TURNOVERRATE': 25.5575, 'FREE_MARKET_CAP': 6367623149.18, 'EXPLANATION': '日跌幅偏离值达到7%的前5只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
002877,002877.SZ,智能自控,2026-03-05 00:00:00,1家机构买入，成功率52.59%,10.89,10.0,97991202.2,169918618.0,71927415.8,241846033.8,706480525.0,13.8703,34.2325,15.2797,2619204560.28,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,,058001001,"{'SECURITY_CODE': '002877', 'SECUCODE': '002877.SZ', 'SECURITY_NAME_ABBR': '智能自控', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '1家机构买入，成功率52.59%', 'CLOSE_PRICE': 10.89, 'CHANGE_RATE': 10, 'BILLBOARD_NET_AMT': 97991202.2, 'BILLBOARD_BUY_AMT': 169918618, 'BILLBOARD_SELL_AMT': 71927415.8, 'BILLBOARD_DEAL_AMT': 241846033.8, 'ACCUM_AMOUNT': 706480525, 'DEAL_NET_RATIO': 13.87033311357, 'DEAL_AMOUNT_RATIO': 34.232512467347, 'TURNOVERRATE': 15.2797, 'FREE_MARKET_CAP': 2619204560.28, 'EXPLANATION': '连续三个交易日内，涨幅偏离值累计达到20%的证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
002952,002952.SZ,亚世光电,2026-03-05 00:00:00,4家机构买入，成功率15.40%,26.5,10.0042,-33792009.33,110003542.0,143795551.33,253799093.33,939491554.0,-3.5968,27.0145,10.7695,3488593348.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,,,,,058001001,"{'SECURITY_CODE': '002952', 'SECUCODE': '002952.SZ', 'SECURITY_NAME_ABBR': '亚世光电', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '4家机构买入，成功率15.40%', 'CLOSE_PRICE': 26.5, 'CHANGE_RATE': 10.0042, 'BILLBOARD_NET_AMT': -33792009.33, 'BILLBOARD_BUY_AMT': 110003542, 'BILLBOARD_SELL_AMT': 143795551.33, 'BILLBOARD_DEAL_AMT': 253799093.33, 'ACCUM_AMOUNT': 939491554, 'DEAL_NET_RATIO': -3.596840140406, 'DEAL_AMOUNT_RATIO': 27.014515697285, 'TURNOVERRATE': 10.7695, 'FREE_MARKET_CAP': 3488593348, 'EXPLANATION': '连续三个交易日内，涨幅偏离值累计达到20%的证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
300072,300072.SZ,海新能科,2026-03-05 00:00:00,买一主买，成功率49.81%,5.88,20.0,213940020.01,314053424.26,100113404.25,414166828.51,1567438109.0,13.649,26.4232,12.2189,13708404267.6,日涨幅达到15%的前5只证券,,,,,058001001,"{'SECURITY_CODE': '300072', 'SECUCODE': '300072.SZ', 'SECURITY_NAME_ABBR': '海新能科', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '买一主买，成功率49.81%', 'CLOSE_PRICE': 5.88, 'CHANGE_RATE': 20, 'BILLBOARD_NET_AMT': 213940020.01, 'BILLBOARD_BUY_AMT': 314053424.26, 'BILLBOARD_SELL_AMT': 100113404.25, 'BILLBOARD_DEAL_AMT': 414166828.51, 'ACCUM_AMOUNT': 1567438109, 'DEAL_NET_RATIO': 13.649025041664, 'DEAL_AMOUNT_RATIO': 26.423169510293, 'TURNOVERRATE': 12.2189, 'FREE_MARKET_CAP': 13708404267.6, 'EXPLANATION': '日涨幅达到15%的前5只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
300164,300164.SZ,通源石油,2026-03-05 00:00:00,西藏自治区资金卖出，成功率29.85%,22.41,-8.7541,-105505782.1,253778798.3,359284580.4,613063378.7,5999689541.0,-1.7585,10.2183,43.9599,13069753534.98,日换手率达到30%的前5只证券,,,,,058001001,"{'SECURITY_CODE': '300164', 'SECUCODE': '300164.SZ', 'SECURITY_NAME_ABBR': '通源石油', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '西藏自治区资金卖出，成功率29.85%', 'CLOSE_PRICE': 22.41, 'CHANGE_RATE': -8.7541, 'BILLBOARD_NET_AMT': -105505782.1, 'BILLBOARD_BUY_AMT': 253778798.3, 'BILLBOARD_SELL_AMT': 359284580.4, 'BILLBOARD_DEAL_AMT': 613063378.7, 'ACCUM_AMOUNT': 5999689541, 'DEAL_NET_RATIO': -1.758520693096, 'DEAL_AMOUNT_RATIO': 10.218251703034, 'TURNOVERRATE': 43.9599, 'FREE_MARKET_CAP': 13069753534.98, 'EXPLANATION': '日换手率达到30%的前5只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
300265,300265.SZ,通光线缆,2026-03-05 00:00:00,5家机构买入，成功率31.07%,21.46,20.0224,-145516795.35,349371900.32,494888695.67,844260595.99,3280419970.0,-4.4359,25.7364,33.3931,10028294696.6,日涨幅达到15%的前5只证券,,,,,058001001,"{'SECURITY_CODE': '300265', 'SECUCODE': '300265.SZ', 'SECURITY_NAME_ABBR': '通光线缆', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '5家机构买入，成功率31.07%', 'CLOSE_PRICE': 21.46, 'CHANGE_RATE': 20.0224, 'BILLBOARD_NET_AMT': -145516795.35, 'BILLBOARD_BUY_AMT': 349371900.32, 'BILLBOARD_SELL_AMT': 494888695.67, 'BILLBOARD_DEAL_AMT': 844260595.99, 'ACCUM_AMOUNT': 3280419970, 'DEAL_NET_RATIO': -4.435919689576, 'DEAL_AMOUNT_RATIO': 25.736357043028, 'TURNOVERRATE': 33.3931, 'FREE_MARKET_CAP': 10028294696.6, 'EXPLANATION': '日涨幅达到15%的前5只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
300265,300265.SZ,通光线缆,2026-03-05 00:00:00,4家机构买入，成功率31.07%,21.46,20.0224,141394173.15,719313651.82,577919478.67,1297233130.49,4651801536.0,3.0396,27.8867,33.3931,10028294696.6,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,,058001001,"{'SECURITY_CODE': '300265', 'SECUCODE': '300265.SZ', 'SECURITY_NAME_ABBR': '通光线缆', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '4家机构买入，成功率31.07%', 'CLOSE_PRICE': 21.46, 'CHANGE_RATE': 20.0224, 'BILLBOARD_NET_AMT': 141394173.15, 'BILLBOARD_BUY_AMT': 719313651.82, 'BILLBOARD_SELL_AMT': 577919478.67, 'BILLBOARD_DEAL_AMT': 1297233130.49, 'ACCUM_AMOUNT': 4651801536, 'DEAL_NET_RATIO': 3.039557299592, 'DEAL_AMOUNT_RATIO': 27.886682620718, 'TURNOVERRATE': 33.3931, 'FREE_MARKET_CAP': 10028294696.6, 'EXPLANATION': '连续三个交易日内，涨幅偏离值累计达到30%的证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
300303,300303.SZ,聚飞光电,2026-03-05 00:00:00,主力做T，成功率31.85%,12.53,20.0192,114930001.92,639232515.57,524302513.65,1163535029.22,6419358177.0,1.7904,18.1254,19.1194,16654850764.58,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,,058001001,"{'SECURITY_CODE': '300303', 'SECUCODE': '300303.SZ', 'SECURITY_NAME_ABBR': '聚飞光电', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '主力做T，成功率31.85%', 'CLOSE_PRICE': 12.53, 'CHANGE_RATE': 20.0192, 'BILLBOARD_NET_AMT': 114930001.92, 'BILLBOARD_BUY_AMT': 639232515.57, 'BILLBOARD_SELL_AMT': 524302513.65, 'BILLBOARD_DEAL_AMT': 1163535029.22, 'ACCUM_AMOUNT': 6419358177, 'DEAL_NET_RATIO': 1.790365933027, 'DEAL_AMOUNT_RATIO': 18.125410627325, 'TURNOVERRATE': 19.1194, 'FREE_MARKET_CAP': 16654850764.58, 'EXPLANATION': '连续三个交易日内，涨幅偏离值累计达到30%的证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
300303,300303.SZ,聚飞光电,2026-03-05 00:00:00,普通席位买入，成功率38.05%,12.53,20.0192,161023119.43,439210675.97,278187556.54,717398232.51,3103293069.0,5.1888,23.1173,19.1194,16654850764.58,日涨幅达到15%的前5只证券,,,,,058001001,"{'SECURITY_CODE': '300303', 'SECUCODE': '300303.SZ', 'SECURITY_NAME_ABBR': '聚飞光电', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位买入，成功率38.05%', 'CLOSE_PRICE': 12.53, 'CHANGE_RATE': 20.0192, 'BILLBOARD_NET_AMT': 161023119.43, 'BILLBOARD_BUY_AMT': 439210675.97, 'BILLBOARD_SELL_AMT': 278187556.54, 'BILLBOARD_DEAL_AMT': 717398232.51, 'ACCUM_AMOUNT': 3103293069, 'DEAL_NET_RATIO': 5.188782233896, 'DEAL_AMOUNT_RATIO': 23.117321392439, 'TURNOVERRATE': 19.1194, 'FREE_MARKET_CAP': 16654850764.58, 'EXPLANATION': '日涨幅达到15%的前5只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
300423,300423.SZ,昇辉科技,2026-03-05 00:00:00,普通席位买入，成功率46.20%,11.58,15.4536,173058240.39,310926598.23,137868357.84,448794956.07,1612126526.0,10.7348,27.8387,41.9962,3860314393.14,日换手率达到30%的前5只证券,,,,,058001001,"{'SECURITY_CODE': '300423', 'SECUCODE': '300423.SZ', 'SECURITY_NAME_ABBR': '昇辉科技', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位买入，成功率46.20%', 'CLOSE_PRICE': 11.58, 'CHANGE_RATE': 15.4536, 'BILLBOARD_NET_AMT': 173058240.39, 'BILLBOARD_BUY_AMT': 310926598.23, 'BILLBOARD_SELL_AMT': 137868357.84, 'BILLBOARD_DEAL_AMT': 448794956.07, 'ACCUM_AMOUNT': 1612126526, 'DEAL_NET_RATIO': 10.734780279274, 'DEAL_AMOUNT_RATIO': 27.83869310702, 'TURNOVERRATE': 41.9962, 'FREE_MARKET_CAP': 3860314393.14, 'EXPLANATION': '日换手率达到30%的前5只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
300708,300708.SZ,聚灿光电,2026-03-05 00:00:00,2家机构买入，成功率46.16%,12.52,20.0384,111268343.83,335053682.99,223785339.16,558839022.15,3038486761.0,3.662,18.392,35.0831,8889378460.08,日涨幅达到15%的前5只证券,,,,,058001001,"{'SECURITY_CODE': '300708', 'SECUCODE': '300708.SZ', 'SECURITY_NAME_ABBR': '聚灿光电', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '2家机构买入，成功率46.16%', 'CLOSE_PRICE': 12.52, 'CHANGE_RATE': 20.0384, 'BILLBOARD_NET_AMT': 111268343.83, 'BILLBOARD_BUY_AMT': 335053682.99, 'BILLBOARD_SELL_AMT': 223785339.16, 'BILLBOARD_DEAL_AMT': 558839022.15, 'ACCUM_AMOUNT': 3038486761, 'DEAL_NET_RATIO': 3.661965727749, 'DEAL_AMOUNT_RATIO': 18.392017675472, 'TURNOVERRATE': 35.0831, 'FREE_MARKET_CAP': 8889378460.08, 'EXPLANATION': '日涨幅达到15%的前5只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
300895,300895.SZ,铜牛信息,2026-03-05 00:00:00,2家机构买入，成功率25.46%,61.54,20.0078,42776298.17,222976002.45,180199704.28,403175706.73,1268356605.0,3.3726,31.7873,15.6543,8503120511.16,日涨幅达到15%的前5只证券,,,,,058001001,"{'SECURITY_CODE': '300895', 'SECUCODE': '300895.SZ', 'SECURITY_NAME_ABBR': '铜牛信息', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '2家机构买入，成功率25.46%', 'CLOSE_PRICE': 61.54, 'CHANGE_RATE': 20.0078, 'BILLBOARD_NET_AMT': 42776298.17, 'BILLBOARD_BUY_AMT': 222976002.45, 'BILLBOARD_SELL_AMT': 180199704.28, 'BILLBOARD_DEAL_AMT': 403175706.73, 'ACCUM_AMOUNT': 1268356605, 'DEAL_NET_RATIO': 3.372576608295, 'DEAL_AMOUNT_RATIO': 31.787251719322, 'TURNOVERRATE': 15.6543, 'FREE_MARKET_CAP': 8503120511.16, 'EXPLANATION': '日涨幅达到15%的前5只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
301057,301057.SZ,汇隆新材,2026-03-05 00:00:00,主力做T，成功率50.00%,35.93,-19.9955,-19071644.0,11465263.0,30536907.0,42002170.0,65166241.0,-29.2661,64.4539,2.1961,2967349580.59,日跌幅达到15%的前5只证券,,,,,058001001,"{'SECURITY_CODE': '301057', 'SECUCODE': '301057.SZ', 'SECURITY_NAME_ABBR': '汇隆新材', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '主力做T，成功率50.00%', 'CLOSE_PRICE': 35.93, 'CHANGE_RATE': -19.9955, 'BILLBOARD_NET_AMT': -19071644, 'BILLBOARD_BUY_AMT': 11465263, 'BILLBOARD_SELL_AMT': 30536907, 'BILLBOARD_DEAL_AMT': 42002170, 'ACCUM_AMOUNT': 65166241, 'DEAL_NET_RATIO': -29.266141037658, 'DEAL_AMOUNT_RATIO': 64.45387881127, 'TURNOVERRATE': 2.1961, 'FREE_MARKET_CAP': 2967349580.59, 'EXPLANATION': '日跌幅达到15%的前5只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
301373,301373.SZ,凌玮科技,2026-03-05 00:00:00,3家机构买入，成功率10.00%,58.23,17.3755,17198954.77,164916767.76,147717812.99,312634580.75,1056811724.0,1.6274,29.5828,50.8993,2240266660.29,日换手率达到30%的前5只证券,,,,,058001001,"{'SECURITY_CODE': '301373', 'SECUCODE': '301373.SZ', 'SECURITY_NAME_ABBR': '凌玮科技', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '3家机构买入，成功率10.00%', 'CLOSE_PRICE': 58.23, 'CHANGE_RATE': 17.3755, 'BILLBOARD_NET_AMT': 17198954.77, 'BILLBOARD_BUY_AMT': 164916767.76, 'BILLBOARD_SELL_AMT': 147717812.99, 'BILLBOARD_DEAL_AMT': 312634580.75, 'ACCUM_AMOUNT': 1056811724, 'DEAL_NET_RATIO': 1.627437922897, 'DEAL_AMOUNT_RATIO': 29.582807765104, 'TURNOVERRATE': 50.8993, 'FREE_MARKET_CAP': 2240266660.29, 'EXPLANATION': '日换手率达到30%的前5只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
301373,301373.SZ,凌玮科技,2026-03-05 00:00:00,4家机构买入，成功率33.90%,58.23,17.3755,49715832.11,234712099.1,184996266.99,419708366.09,1580454448.0,3.1457,26.5562,50.8993,2240266660.29,连续三个交易日内，涨幅偏离值累计达到30%的证券,,,,,058001001,"{'SECURITY_CODE': '301373', 'SECUCODE': '301373.SZ', 'SECURITY_NAME_ABBR': '凌玮科技', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '4家机构买入，成功率33.90%', 'CLOSE_PRICE': 58.23, 'CHANGE_RATE': 17.3755, 'BILLBOARD_NET_AMT': 49715832.11, 'BILLBOARD_BUY_AMT': 234712099.1, 'BILLBOARD_SELL_AMT': 184996266.99, 'BILLBOARD_DEAL_AMT': 419708366.09, 'ACCUM_AMOUNT': 1580454448, 'DEAL_NET_RATIO': 3.1456668791, 'DEAL_AMOUNT_RATIO': 26.556182408239, 'TURNOVERRATE': 50.8993, 'FREE_MARKET_CAP': 2240266660.29, 'EXPLANATION': '连续三个交易日内，涨幅偏离值累计达到30%的证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
301388,301388.SZ,欣灵电气,2026-03-05 00:00:00,3家机构卖出，成功率36.45%,37.76,-0.6316,-7921816.61,37119959.7,45041776.31,82161736.01,509576661.0,-1.5546,16.1235,47.6416,1032984762.88,日换手率达到30%的前5只证券,,,,,058001001,"{'SECURITY_CODE': '301388', 'SECUCODE': '301388.SZ', 'SECURITY_NAME_ABBR': '欣灵电气', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '3家机构卖出，成功率36.45%', 'CLOSE_PRICE': 37.76, 'CHANGE_RATE': -0.6316, 'BILLBOARD_NET_AMT': -7921816.61, 'BILLBOARD_BUY_AMT': 37119959.7, 'BILLBOARD_SELL_AMT': 45041776.31, 'BILLBOARD_DEAL_AMT': 82161736.01, 'ACCUM_AMOUNT': 509576661, 'DEAL_NET_RATIO': -1.554587801265, 'DEAL_AMOUNT_RATIO': 16.123528076966, 'TURNOVERRATE': 47.6416, 'FREE_MARKET_CAP': 1032984762.88, 'EXPLANATION': '日换手率达到30%的前5只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
301658,301658.SZ,首航新能,2026-03-05 00:00:00,3家机构卖出，成功率12.63%,36.45,-2.8,-46148305.12,72439227.65,118587532.77,191026760.42,626841915.0,-7.362,30.4745,42.333,1503092805.3,日换手率达到30%的前5只证券,,,,,058001001,"{'SECURITY_CODE': '301658', 'SECUCODE': '301658.SZ', 'SECURITY_NAME_ABBR': '首航新能', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '3家机构卖出，成功率12.63%', 'CLOSE_PRICE': 36.45, 'CHANGE_RATE': -2.8, 'BILLBOARD_NET_AMT': -46148305.12, 'BILLBOARD_BUY_AMT': 72439227.65, 'BILLBOARD_SELL_AMT': 118587532.77, 'BILLBOARD_DEAL_AMT': 191026760.42, 'ACCUM_AMOUNT': 626841915, 'DEAL_NET_RATIO': -7.362032438434, 'DEAL_AMOUNT_RATIO': 30.474471449472, 'TURNOVERRATE': 42.333, 'FREE_MARKET_CAP': 1503092805.3, 'EXPLANATION': '日换手率达到30%的前5只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600026,600026.SH,中远海能,2026-03-05 00:00:00,1家机构买入，成功率46.16%,24.98,5.0021,281067582.01,1004396756.38,723329174.37,1727725930.75,5381331235.0,5.223,32.1059,6.3611,86799914347.1,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600026', 'SECUCODE': '600026.SH', 'SECURITY_NAME_ABBR': '中远海能', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '1家机构买入，成功率46.16%', 'CLOSE_PRICE': 24.98, 'CHANGE_RATE': 5.0021, 'BILLBOARD_NET_AMT': 281067582.01, 'BILLBOARD_BUY_AMT': 1004396756.38, 'BILLBOARD_SELL_AMT': 723329174.37, 'BILLBOARD_DEAL_AMT': 1727725930.75, 'ACCUM_AMOUNT': 5381331235, 'DEAL_NET_RATIO': 5.223012108639, 'DEAL_AMOUNT_RATIO': 32.105920548301, 'TURNOVERRATE': 6.3611, 'FREE_MARKET_CAP': 86799914347.1, 'EXPLANATION': '有价格涨跌幅限制的日价格振幅达到15%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600108,600108.SH,亚盛集团,2026-03-05 00:00:00,普通席位卖出，成功率53.94%,5.02,-5.104,27782014.26,291150550.5,263368536.24,554519086.74,2913428206.0,0.9536,19.0332,28.6453,9773513907.42,有价格涨跌幅限制的日换手率达到20%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600108', 'SECUCODE': '600108.SH', 'SECURITY_NAME_ABBR': '亚盛集团', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '普通席位卖出，成功率53.94%', 'CLOSE_PRICE': 5.02, 'CHANGE_RATE': -5.104, 'BILLBOARD_NET_AMT': 27782014.26, 'BILLBOARD_BUY_AMT': 291150550.5, 'BILLBOARD_SELL_AMT': 263368536.24, 'BILLBOARD_DEAL_AMT': 554519086.74, 'ACCUM_AMOUNT': 2913428206, 'DEAL_NET_RATIO': 0.95358499663, 'DEAL_AMOUNT_RATIO': 19.033216112826, 'TURNOVERRATE': 28.6453, 'FREE_MARKET_CAP': 9773513907.42, 'EXPLANATION': '有价格涨跌幅限制的日换手率达到20%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
600313,600313.SH,农发种业,2026-03-05 00:00:00,卖一主卖，成功率46.43%,8.48,-8.2251,6278030.81,239752415.07,233474384.26,473226799.33,2016118668.0,0.3114,23.4722,21.6349,9177044662.24,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,,,,,058001001,"{'SECURITY_CODE': '600313', 'SECUCODE': '600313.SH', 'SECURITY_NAME_ABBR': '农发种业', 'TRADE_DATE': '2026-03-05 00:00:00', 'EXPLAIN': '卖一主卖，成功率46.43%', 'CLOSE_PRICE': 8.48, 'CHANGE_RATE': -8.2251, 'BILLBOARD_NET_AMT': 6278030.81, 'BILLBOARD_BUY_AMT': 239752415.07, 'BILLBOARD_SELL_AMT': 233474384.26, 'BILLBOARD_DEAL_AMT': 473226799.33, 'ACCUM_AMOUNT': 2016118668, 'DEAL_NET_RATIO': 0.31139192894, 'DEAL_AMOUNT_RATIO': 23.472169909495, 'TURNOVERRATE': 21.6349, 'FREE_MARKET_CAP': 9177044662.24, 'EXPLANATION': '有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券', 'D1_CLOSE_ADJCHRATE': None, 'D2_CLOSE_ADJCHRATE': None, 'D5_CLOSE_ADJCHRATE': None, 'D10_CLOSE_ADJCHRATE': None, 'SECURITY_TYPE_CODE': '058001001'}"
